Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New Registration,Chrome 70.0.3538.110,,2018-12-13 17:18:36,2018-12-13 19:47:09,2h - 28m - 32.835s,FAILED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Workflow/New Registration - OTC to PKRBO (Incomplete),Chrome 70.0.3538.110,,2018-12-13 17:18:36,2018-12-13 17:26:36,7m - 59.462s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-13 17:18:37,2018-12-13 17:19:30,53.829s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-13 17:19:30,2018-12-13 17:20:09,38.842s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-13 17:20:09,2018-12-13 17:23:19,3m - 9.703s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-13 17:23:19,2018-12-13 17:23:55,35.778s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-13 17:23:55,2018-12-13 17:23:56,1.262s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-13 17:23:56,2018-12-13 17:24:44,48.440s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-13 17:24:44,2018-12-13 17:24:45,0.861s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-13 17:24:45,2018-12-13 17:24:47,2.000s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-13 17:24:47,2018-12-13 17:24:48,0.323s,PASSED
click,Chrome 70.0.3538.110,,2018-12-13 17:24:48,2018-12-13 17:24:48,0.192s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-13 17:24:48,2018-12-13 17:24:50,2.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-13 17:24:50,2018-12-13 17:24:50,0.268s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-13 17:24:50,2018-12-13 17:24:52,2.001s,PASSED
click,Chrome 70.0.3538.110,,2018-12-13 17:24:52,2018-12-13 17:24:52,0.154s,PASSED
Statement - Try,Chrome 70.0.3538.110,,2018-12-13 17:24:52,2018-12-13 17:24:52,0.002s,PASSED
Statement - Catch (Exception e),Chrome 70.0.3538.110,,2018-12-13 17:24:52,2018-12-13 17:24:52,0.093s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-13 17:24:52,2018-12-13 17:24:57,5.001s,PASSED
click,Chrome 70.0.3538.110,,2018-12-13 17:24:57,2018-12-13 17:24:58,0.164s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-13 17:24:58,2018-12-13 17:24:59,1.001s,PASSED
