Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Update Add New Employee,Chrome 70.0.3538.110,,2018-12-12 13:53:36,2018-12-12 14:09:39,16m - 3.296s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Workflow/Update Add New Employee/Special Case (OTC - RO Query - OTC Upload Pending Case - RO Approve),Chrome 70.0.3538.110,,2018-12-12 13:53:36,2018-12-12 14:09:38,16m - 1.641s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 13:53:37,2018-12-12 13:58:55,5m - 17.473s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 13:58:55,2018-12-12 13:58:56,1.133s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 13:58:56,2018-12-12 13:58:56,0.115s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 13:58:56,2018-12-12 13:58:58,2.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-12 13:58:58,2018-12-12 13:58:58,0.333s,PASSED
click,Chrome 70.0.3538.110,,2018-12-12 13:58:58,2018-12-12 13:58:58,0.202s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 13:58:58,2018-12-12 13:59:00,2.002s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-12 13:59:00,2018-12-12 13:59:01,0.290s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 13:59:01,2018-12-12 13:59:03,2.002s,PASSED
click,Chrome 70.0.3538.110,,2018-12-12 13:59:03,2018-12-12 13:59:03,0.166s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 13:59:03,2018-12-12 13:59:07,4.002s,PASSED
Statement - Try,Chrome 70.0.3538.110,,2018-12-12 13:59:07,2018-12-12 13:59:09,2.064s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 13:59:09,2018-12-12 13:59:13,4.002s,PASSED
click,Chrome 70.0.3538.110,,2018-12-12 13:59:13,2018-12-12 13:59:13,0.244s,PASSED
click,Chrome 70.0.3538.110,,2018-12-12 13:59:13,2018-12-12 13:59:14,0.952s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-12 13:59:14,2018-12-12 13:59:15,0.588s,PASSED
mouseOver,Chrome 70.0.3538.110,,2018-12-12 13:59:15,2018-12-12 13:59:15,0.099s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 13:59:15,2018-12-12 13:59:17,2.001s,PASSED
click,Chrome 70.0.3538.110,,2018-12-12 13:59:17,2018-12-12 13:59:18,0.854s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 13:59:18,2018-12-12 13:59:20,2.001s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-12 13:59:20,2018-12-12 13:59:20,0.282s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 13:59:20,2018-12-12 13:59:22,2.001s,PASSED
click,Chrome 70.0.3538.110,,2018-12-12 13:59:22,2018-12-12 13:59:22,0.188s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 13:59:22,2018-12-12 13:59:26,4.001s,PASSED
click,Chrome 70.0.3538.110,,2018-12-12 13:59:26,2018-12-12 13:59:29,2.798s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 13:59:29,2018-12-12 14:01:51,2m - 21.791s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 14:01:51,2018-12-12 14:01:55,4.001s,PASSED
Statement - CaseReferenceNo = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Final Object Repo/Page_Update Add New Employee - ASSIST/RefNo)),Chrome 70.0.3538.110,,2018-12-12 14:01:55,2018-12-12 14:01:55,0.086s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 14:01:55,2018-12-12 14:02:00,5.078s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 14:02:00,2018-12-12 14:02:05,5.001s,PASSED
click,Chrome 70.0.3538.110,,2018-12-12 14:02:05,2018-12-12 14:02:05,0.251s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 14:02:05,2018-12-12 14:02:09,4.000s,PASSED
