Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Update Employee Information (Employee),Chrome 70.0.3538.110,,2018-12-07 02:43:03,2018-12-07 03:23:48,40m - 45.071s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Workflow/Update Employee Information (Employee)/OTC to UO (Approve),Chrome 70.0.3538.110,,2018-12-07 02:43:04,2018-12-07 02:46:01,2m - 57.708s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-07 02:43:04,2018-12-07 02:44:04,59.955s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-07 02:44:04,2018-12-07 02:46:01,1m - 57.313s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Workflow/Update Employee Information (Employee)/OTC to UO (Query),Chrome 70.0.3538.110,,2018-12-07 02:46:01,2018-12-07 02:50:47,4m - 46.018s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-07 02:46:03,2018-12-07 02:47:01,58.321s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-07 02:47:01,2018-12-07 02:50:47,3m - 46.110s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Workflow/Update Employee Information (Employee)/OTC to UO (Reject),Chrome 70.0.3538.110,,2018-12-07 02:50:47,2018-12-07 02:53:51,3m - 3.250s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-07 02:50:49,2018-12-07 02:51:47,58.148s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-07 02:51:47,2018-12-07 02:53:51,2m - 3.804s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Workflow/Update Employee Information (Employee)/OTC to UO (Under enforcement),Chrome 70.0.3538.110,,2018-12-07 02:53:51,2018-12-07 02:56:44,2m - 53.853s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-07 02:53:51,2018-12-07 02:54:49,58.472s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-07 02:54:49,2018-12-07 02:56:44,1m - 55.155s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Workflow/Update Employee Information (Employee)/PAU to UO (Approve),Chrome 70.0.3538.110,,2018-12-07 02:56:44,2018-12-07 02:59:37,2m - 52.759s,PASSED
