Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Critical Path,Chrome 70.0.3538.110,,2018-12-12 15:00:52,2018-12-12 17:19:42,2h - 18m - 50.479s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Corporation - Sendirian Berhad,Chrome 70.0.3538.110,,2018-12-12 15:00:52,2018-12-12 15:08:07,7m - 14.867s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:00:53,2018-12-12 15:01:48,54.884s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:01:48,2018-12-12 15:04:22,2m - 34.682s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:04:22,2018-12-12 15:07:32,3m - 9.806s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:07:32,2018-12-12 15:08:07,34.995s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Corporation - BHD,Chrome 70.0.3538.110,,2018-12-12 15:08:07,2018-12-12 15:15:17,7m - 10.077s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:08:07,2018-12-12 15:09:00,52.168s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:09:00,2018-12-12 15:11:33,2m - 33.580s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:11:33,2018-12-12 15:14:43,3m - 9.453s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:14:43,2018-12-12 15:15:17,34.571s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Corporation - Limited Liability,Chrome 70.0.3538.110,,2018-12-12 15:15:17,2018-12-12 15:22:27,7m - 9.395s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:15:17,2018-12-12 15:16:08,50.610s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:16:08,2018-12-12 15:18:42,2m - 33.640s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:18:42,2018-12-12 15:21:52,3m - 10.267s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:21:52,2018-12-12 15:22:27,34.622s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Other - Embassy,Chrome 70.0.3538.110,,2018-12-12 15:22:27,2018-12-12 15:29:38,7m - 11.648s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:22:27,2018-12-12 15:23:21,54.018s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:23:21,2018-12-12 15:25:54,2m - 33.460s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:25:54,2018-12-12 15:29:04,3m - 9.266s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:29:04,2018-12-12 15:29:38,34.658s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Other - Business Representative,Chrome 70.0.3538.110,,2018-12-12 15:29:38,2018-12-12 15:36:48,7m - 9.563s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:29:39,2018-12-12 15:30:30,51.335s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:30:30,2018-12-12 15:33:04,2m - 33.617s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:33:04,2018-12-12 15:36:13,3m - 9.628s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:36:13,2018-12-12 15:36:48,34.632s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Other - Cooperative,Chrome 70.0.3538.110,,2018-12-12 15:36:48,2018-12-12 15:43:56,7m - 7.956s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:36:48,2018-12-12 15:37:38,49.997s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:37:38,2018-12-12 15:40:12,2m - 33.578s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:40:12,2018-12-12 15:43:21,3m - 9.492s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:43:21,2018-12-12 15:43:56,34.635s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Other - IPTS,Chrome 70.0.3538.110,,2018-12-12 15:43:56,2018-12-12 15:51:04,7m - 8.209s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:43:56,2018-12-12 15:44:46,49.578s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:44:46,2018-12-12 15:47:19,2m - 33.210s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:47:19,2018-12-12 15:50:29,3m - 10.534s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:50:29,2018-12-12 15:51:04,34.594s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Other - NGO,Chrome 70.0.3538.110,,2018-12-12 15:51:04,2018-12-12 15:58:17,7m - 13.095s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:51:04,2018-12-12 15:51:56,51.429s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:51:56,2018-12-12 15:54:29,2m - 33.488s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:54:29,2018-12-12 15:57:42,3m - 13.232s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:57:42,2018-12-12 15:58:17,34.641s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Partnership - Not Registered,Chrome 70.0.3538.110,,2018-12-12 15:58:17,2018-12-12 16:05:31,7m - 13.813s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:58:17,2018-12-12 15:59:07,50.139s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 15:59:07,2018-12-12 16:01:43,2m - 35.598s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:01:43,2018-12-12 16:04:56,3m - 13.189s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:04:56,2018-12-12 16:05:31,34.625s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Partnership - Registered with Agency,Chrome 70.0.3538.110,,2018-12-12 16:05:31,2018-12-12 16:13:28,7m - 57.258s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:05:31,2018-12-12 16:06:34,1m - 3.138s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:06:34,2018-12-12 16:09:31,2m - 57.194s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:09:31,2018-12-12 16:12:48,3m - 16.643s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:12:48,2018-12-12 16:13:28,40.057s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Partnership - Registered with SSM,Chrome 70.0.3538.110,,2018-12-12 16:13:28,2018-12-12 16:21:29,8m - 0.684s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:13:28,2018-12-12 16:14:30,1m - 1.817s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:14:30,2018-12-12 16:17:34,3m - 3.275s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:17:34,2018-12-12 16:20:54,3m - 20.713s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:20:54,2018-12-12 16:21:29,34.641s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Sole Proprietor - Registered with SSM,Chrome 70.0.3538.110,,2018-12-12 16:21:29,2018-12-12 16:29:09,7m - 40.385s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:21:29,2018-12-12 16:22:38,1m - 9.028s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:22:38,2018-12-12 16:25:18,2m - 39.637s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:25:18,2018-12-12 16:28:35,3m - 16.779s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:28:35,2018-12-12 16:29:09,34.638s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Sole Proprietor - Registered with Agency,Chrome 70.0.3538.110,,2018-12-12 16:29:09,2018-12-12 16:36:28,7m - 18.774s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:29:10,2018-12-12 16:30:09,59.920s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:30:09,2018-12-12 16:32:44,2m - 34.675s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:32:44,2018-12-12 16:35:53,3m - 9.272s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:35:53,2018-12-12 16:36:28,34.617s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Sole Proprietor - Not Registered,Chrome 70.0.3538.110,,2018-12-12 16:36:28,2018-12-12 16:43:38,7m - 10.292s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:36:28,2018-12-12 16:37:21,52.589s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:37:21,2018-12-12 16:39:54,2m - 33.371s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:39:54,2018-12-12 16:43:04,3m - 9.464s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:43:04,2018-12-12 16:43:38,34.620s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Register ASSIST Only/Other - Federal Government Agency,Chrome 70.0.3538.110,,2018-12-12 16:43:38,2018-12-12 16:46:59,3m - 20.816s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:43:39,2018-12-12 16:44:30,51.115s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:44:30,2018-12-12 16:45:45,1m - 14.843s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:45:45,2018-12-12 16:46:25,40.311s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:46:25,2018-12-12 16:46:59,34.307s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Register ASSIST Only/Other - Federal Statutory Body,Chrome 70.0.3538.110,,2018-12-12 16:46:59,2018-12-12 16:50:19,3m - 20.262s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:46:59,2018-12-12 16:47:51,51.236s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:47:51,2018-12-12 16:49:05,1m - 14.456s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:49:05,2018-12-12 16:49:45,39.937s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:49:45,2018-12-12 16:50:19,34.336s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Register ASSIST Only/Other - Local Authority,Chrome 70.0.3538.110,,2018-12-12 16:50:19,2018-12-12 16:53:45,3m - 25.880s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:50:20,2018-12-12 16:51:16,55.844s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:51:16,2018-12-12 16:52:31,1m - 15.073s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:52:31,2018-12-12 16:53:11,40.307s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:53:11,2018-12-12 16:53:45,34.349s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Register ASSIST Only/Other - State Government Body,Chrome 70.0.3538.110,,2018-12-12 16:53:45,2018-12-12 16:57:12,3m - 26.301s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:53:46,2018-12-12 16:54:42,56.240s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:54:42,2018-12-12 16:55:58,1m - 15.821s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:55:58,2018-12-12 16:56:37,39.644s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:56:37,2018-12-12 16:57:12,34.325s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/New Registration/Register ASSIST Only/Other - State Statutory Body,Chrome 70.0.3538.110,,2018-12-12 16:57:12,2018-12-12 17:00:36,3m - 23.961s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:57:12,2018-12-12 16:58:06,54.389s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:58:06,2018-12-12 16:59:21,1m - 14.729s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 16:59:21,2018-12-12 17:00:01,40.246s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 17:00:01,2018-12-12 17:00:36,34.366s,PASSED
,,,,,,
Test Cases/Final Aug 2018 - PKS Automation/Registration Module/Critical Path/Update Add New Employee/Update Add New Employee With Eligible Employee,Chrome 70.0.3538.110,,2018-12-12 17:00:36,2018-12-12 17:06:02,5m - 26.211s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-12 17:00:36,2018-12-12 17:00:39,2.867s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-12 17:00:39,2018-12-12 17:00:40,1.155s,PASSED
callTestCase,Chrome 70.0.3538.110,,2018-12-12 17:00:40,2018-12-12 17:00:40,0.087s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 17:00:40,2018-12-12 17:00:42,2.001s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-12 17:00:42,2018-12-12 17:00:42,0.322s,PASSED
click,Chrome 70.0.3538.110,,2018-12-12 17:00:42,2018-12-12 17:00:42,0.197s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 17:00:42,2018-12-12 17:00:44,2.001s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-12 17:00:44,2018-12-12 17:00:45,0.262s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-12 17:00:45,2018-12-12 17:00:47,2.001s,PASSED
click,Chrome 70.0.3538.110,,2018-12-12 17:00:47,2018-12-12 17:00:47,0.162s,PASSED
Statement - Try,Chrome 70.0.3538.110,,2018-12-12 17:00:47,2018-12-12 17:00:47,0.002s,PASSED
Statement - Catch (Exception e),Chrome 70.0.3538.110,,2018-12-12 17:00:47,2018-12-12 17:00:47,0.100s,PASSED
